pygame 2.5.2 (SDL 2.28.3, Python 3.11.5)
Hello from the pygame community. https://www.pygame.org/contribute.html
closing 'properly' ??
         508710 function calls (500427 primitive calls) in 1.845 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      145    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        6    0.000    0.000    0.000    0.000 framework.py:19(framework_info)
        1    0.000    0.000    0.000    0.000 _typing_attr.py:1(<module>)
      144    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 layer.py:124(ObjectLayer)
        1    0.000    0.000    0.000    0.000 isometric.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
       17    0.000    0.000    0.000    0.000 _parser.py:369(_escape)
        2    0.000    0.000    0.000    0.000 contextlib.py:460(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 texture_render_target.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen posixpath>:140(basename)
       23    0.000    0.000    0.000    0.000 viewstate.py:31(handle_event)
       14    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
      135    0.000    0.000    0.000    0.000 runtime.py:450(should_use_fpret)
       37    0.000    0.000    0.000    0.000 _make.py:1776(<listcomp>)
        1    0.000    0.000    0.000    0.000 paths_python.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _parser.py:309(_class_escape)
        1    0.000    0.000    0.000    0.000 ImageFont.py:40(Layout)
      199    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
       73    0.000    0.000    0.000    0.000 typing.py:458(__repr__)
       27    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       13    0.000    0.000    0.000    0.000 dataclasses.py:368(field)
        2    0.000    0.000    0.000    0.000 __init__.py:1595(_validate_resource_path)
       16    0.000    0.000    0.000    0.000 plistlib.py:195(handle_begin_element)
       38    0.000    0.000    0.000    0.000 _make.py:550(<setcomp>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:1(<module>)
       67    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
        1    0.000    0.000    0.000    0.000 _next_gen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:740(_code_to_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 text_pyglet.py:120(Text)
       11    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 context.py:22(ArcadeContext)
       16    0.000    0.000    0.000    0.000 darwin_hid.py:511(_py_matching_callback)
       66    0.000    0.000    0.000    0.000 _parser.py:79(groups)
       49    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        3    0.000    0.000    0.000    0.000 dyld.py:61(dyld_image_suffix_search)
        1    0.000    0.000    0.000    0.000 __init__.py:1953(basicConfig)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 subprocess.py:1954(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 platform.py:543(_platform)
        2    0.000    0.000    0.000    0.000 subprocess.py:481(__init__)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:499(_caller)
       38    0.000    0.000    0.000    0.000 _make.py:587(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 util.py:178(add_encoders)
        1    0.000    0.000    0.000    0.000 crt_filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:337(GLTypes)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
       43    0.000    0.000    0.000    0.000 enum.py:1091(__new__)
        4    0.000    0.000    0.000    0.000 contextlib.py:454(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 query.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1076(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:281(__init__)
       73    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
        3    0.000    0.000    0.000    0.000 dyld.py:44(dyld_image_suffix)
        1    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        2    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.000    0.000 layout.py:839(TextLayout)
        1    0.000    0.000    0.000    0.000 validators.py:469(_NumberValidator)
        1    0.000    0.000    0.000    0.000 Image.py:200(Palette)
        5    0.000    0.000    0.000    0.000 typing.py:1529(__mro_entries__)
        1    0.000    0.000    0.000    0.000 texture.py:32(Texture)
       70    0.000    0.000    0.000    0.000 {method 'overlap' of 'pygame.mask.Mask' objects}
       13    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
       32    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
       38    0.000    0.000    0.000    0.000 _make.py:669(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitstatus_to_exitcode}
       78    0.000    0.000    0.000    0.000 {built-in method time.time}
       38    0.000    0.000    0.000    0.000 _make.py:1105(_determine_attrs_eq_order)
        1    0.000    0.000    0.000    0.000 bb.py:12(BB)
        4    0.000    0.000    0.000    0.000 contextlib.py:527(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 Image.py:484(Image)
       18    0.000    0.000    0.000    0.000 __init__.py:2442(_is_zip_egg)
        1    0.000    0.000    0.000    0.000 validators.py:261(_OptionalValidator)
        3    0.000    0.000    0.000    0.000 dyld.py:52(dyld_library_path)
        4    0.000    0.000    0.000    0.000 __init__.py:57(find_spec)
       23    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
       10    0.000    0.000    0.000    0.000 enum.py:358(__init__)
        1    0.000    0.000    0.000    0.000 bloom_filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 layout.py:1966(IncrementalTextLayout)
        3    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 Image.py:3464(_apply_env_variables)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 {method 'string' of '_cffi_backend.FFI' objects}
       70    0.000    0.000    0.000    0.000 utils.py:1(lerp)
        1    0.000    0.000    0.000    0.000 inspect.py:2039(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        4    0.000    0.000    0.000    0.000 inspect.py:735(unwrap)
        2    0.000    0.000    0.000    0.000 <frozen os>:773(getenv)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tiled_map.py:18(TiledMap)
        1    0.000    0.000    0.000    0.000 :1(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
       10    0.000    0.000    0.000    0.000 typing.py:1955(_caller)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        2    0.000    0.000    0.000    0.000 runtime.py:742(get_prototype)
        1    0.000    0.000    0.000    0.000 cooldown_keys.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       33    0.000    0.000    0.000    0.000 _make.py:1613(_has_frozen_base_class)
       16    0.000    0.000    0.000    0.000 _parser.py:956(fix_flags)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 dyld.py:58(dyld_fallback_library_path)
        3    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1239(exec_module)
        1    0.000    0.000    0.000    0.000 sysfont.py:273(create_aliases)
       34    0.000    0.000    0.000    0.000 util.py:49(<genexpr>)
       10    0.000    0.000    0.000    0.000 enum.py:193(__get__)
        1    0.000    0.000    0.000    0.000 Image.py:56(__getattr__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1729(_SpecialForm)
       84    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       84    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1460(setLevel)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 application.py:797(View)
        2    0.000    0.000    0.000    0.000 platform.py:914(system)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gameplay.py:27(__init__)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 subprocess.py:2001(_try_wait)
        1    0.000    0.000    0.000    0.000 validators.py:209(_ProvidesValidator)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        8    0.000    0.000    0.000    0.000 {built-in method posix.close}
       45    0.000    0.000    0.000    0.000 plistlib.py:206(handle_data)
       16    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        2    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
      145    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       89    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        2    0.000    0.000    0.000    0.000 contextlib.py:287(helper)
        4    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       54    0.000    0.000    0.000    0.000 _make.py:1632(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       16    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
        1    0.000    0.000    0.000    0.000 _make.py:2917(_AndValidator)
        1    0.000    0.000    0.000    0.000 geometry_python.py:1(<module>)
       72    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        4    0.000    0.000    0.000    0.000 typing.py:2573(overload)
       40    0.000    0.000    0.000    0.000 _make.py:1713(_make_ne)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.transform.scale}
       18    0.000    0.000    0.000    0.000 __init__.py:2450(_is_unpacked_egg)
        2    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
       14    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 validators.py:296(_InValidator)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.Info}
        1    0.000    0.000    0.000    0.000 validators.py:413(deep_iterable)
        1    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
       12    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 wang_set.py:35(WangColor)
        7    0.000    0.000    0.000    0.000 plistlib.py:273(end_string)
       13    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
       36    0.000    0.000    0.000    0.000 sprite.py:377(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:579(_calc_mode)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 :1(_InstanceOfValidatorAttributes)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 darwin_hid.py:519(_register_matching_callback)
       12    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageDraw.py:48(ImageDraw)
       18    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
       14    0.000    0.000    0.000    0.000 typing.py:2856(<listcomp>)
        1    0.000    0.000    0.000    0.000 validators.py:91(_InstanceOfValidator)
        3    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       14    0.000    0.000    0.000    0.000 inspect.py:3019(<genexpr>)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1415(_clear_cache)
        2    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       11    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        7    0.000    0.000    0.000    0.000 plistlib.py:243(end_key)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       41    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 compute_shader.py:12(ComputeShader)
        1    0.000    0.000    0.000    0.000 sound.py:23(Sound)
       23    0.000    0.000    0.000    0.000 gameplay.py:182(handle_event)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 inspect.py:3040(replace)
        1    0.000    0.000    0.000    0.000 _compat.py:45(get_first_param_type)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _make.py:2823(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:554(<genexpr>)
       14    0.000    0.000    0.000    0.000 typing.py:2938(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        2    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
        2    0.000    0.000    0.000    0.000 warnings.py:466(__enter__)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 darwin_hid.py:268(HIDDevice)
        3    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._DeepIterable>:1(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 __init__.py:229(DocumentLabel)
        1    0.000    0.000    0.000    0.000 constraints.py:368(SlideJoint)
       12    0.000    0.000    0.000    0.000 enum.py:1145(_generate_next_value_)
       13    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
       36    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
       14    0.000    0.000    0.000    0.000 _make.py:849(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:615(_ClassBuilder)
        1    0.000    0.000    0.000    0.000 shapes.py:461(Segment)
       28    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 tiled_object.py:12(TiledObject)
       34    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:511(cast)
        1    0.000    0.000    0.000    0.000 :1(TilesetAttributes)
        1    0.000    0.000    0.000    0.000 perf_graph.py:8(PerfGraph)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 camera.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _cmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 space_debug_draw_options.py:19(SpaceDebugColor)
       70    0.000    0.000    0.000    0.000 {method 'get_fps' of 'pygame.time.Clock' objects}
        3    0.000    0.000    0.000    0.000 dataclasses.py:548(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tiled_object.py:98(Text)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       30    0.000    0.000    0.000    0.000 typing_extensions.py:624(__hash__)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
        2    0.000    0.000    0.000    0.000 runtime.py:707(<listcomp>)
        1    0.000    0.000    0.000    0.000 constraints.py:571(DampedSpring)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
       28    0.000    0.000    0.000    0.000 typing.py:2880(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:232(begin_dict)
        1    0.000    0.000    0.000    0.000 constraints.py:507(GrooveJoint)
        1    0.000    0.000    0.000    0.000 validators.py:543(_MaxLengthValidator)
        2    0.000    0.000    0.000    0.000 subprocess.py:1092(__exit__)
       26    0.000    0.000    0.000    0.000 {method 'def_extern' of '_cffi_backend.FFI' objects}
        1    0.000    0.000    0.000    0.000 constraints.py:312(PinJoint)
        1    0.000    0.000    0.000    0.000 validators.py:605(_SubclassOfValidator)
       39    0.000    0.000    0.000    0.000 _make.py:925(<genexpr>)
       23    0.000    0.000    0.000    0.000 typing_extensions.py:802(<genexpr>)
        2    0.000    0.000    0.000    0.000 pathlib.py:777(parent)
       23    0.000    0.000    0.000    0.000 _make.py:961(make_unhashable)
        2    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 _make.py:859(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:242(Font)
        1    0.000    0.000    0.000    0.000 animation.py:79(Animation)
        1    0.000    0.000    0.000    0.000 validators.py:574(_MinLengthValidator)
        1    0.000    0.000    0.000    0.000 layout.py:1836(ScrollableTextLayout)
        1    0.000    0.000    0.000    0.000 :1(_MatchesReValidatorAttributes)
       28    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 geometry_generic.py:1(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:239(__init__)
        1    0.000    0.000    0.000    0.000 types.py:131(BufferDescription)
        1    0.000    0.000    0.000    0.000 results.py:20(__init__)
       23    0.000    0.000    0.000    0.000 types.py:318(__init__)
        5    0.000    0.000    0.000    0.000 validators.py:366(is_callable)
        1    0.000    0.000    0.000    0.000 steeringbehaviour.py:34(SteeringBehaviour)
        1    0.000    0.000    0.000    0.000 perf_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
       24    0.000    0.000    0.000    0.000 enum.py:442(<genexpr>)
        1    0.000    0.000    0.000    0.000 framebuffer.py:504(DefaultFrameBuffer)
        6    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:435(validate)
        1    0.000    0.000    0.000    0.000 :1(TiledMapAttributes)
        1    0.000    0.000    0.000    0.000 controller_db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(TextAttributes)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.set_allow_screensaver}
        7    0.000    0.000    0.000    0.000 typing.py:2230(runtime_checkable)
        1    0.000    0.000    0.000    0.000 filters.py:1(<module>)
       34    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:62(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1275(__mro_entries__)
        1    0.000    0.000    0.000    0.000 __init__.py:1207(Texture)
        3    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
       13    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
       12    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1506(XMLParser)
        1    0.000    0.000    0.000    0.000 buffer.py:45(Renderbuffer)
        3    0.000    0.000    0.000    0.000 platform.py:825(uname)
        1    0.000    0.000    0.000    0.000 :1(ObjectLayerAttributes)
        8    0.000    0.000    0.000    0.000 plistlib.py:209(add_object)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:87(isabs)
        6    0.000    0.000    0.000    0.000 enum.py:804(__members__)
        1    0.000    0.000    0.000    0.000 dyld.py:49(dyld_framework_path)
       14    0.000    0.000    0.000    0.000 plistlib.py:225(get_data)
        1    0.000    0.000    0.000    0.000 _compat.py:71(make_set_closure_cell)
        1    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 :1(TileLayerAttributes)
        1    0.000    0.000    0.000    0.000 inspect.py:2065(_signature_is_builtin)
       25    0.000    0.000    0.000    0.000 _make.py:534(<lambda>)
       14    0.000    0.000    0.000    0.000 typing.py:2892(<listcomp>)
       13    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
        1    0.000    0.000    0.000    0.000 :1(TileAttributes)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
       13    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
        2    0.000    0.000    0.000    0.000 validators.py:277(optional)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       19    0.000    0.000    0.000    0.000 _parser.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 :1(ImageLayerAttributes)
        1    0.000    0.000    0.000    0.000 :1(LayerAttributes)
        1    0.000    0.000    0.000    0.000 __init__.py:315(AbstractImage)
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        4    0.000    0.000    0.000    0.000 typing.py:1825(<genexpr>)
        2    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
       32    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 shape_filter.py:4(ShapeFilter)
        1    0.000    0.000    0.000    0.000 shadertoy.py:344(ShadertoyBuffer)
        2    0.000    0.000    0.000    0.000 __init__.py:1646(addHandler)
        1    0.000    0.000    0.000    0.000 shapes.py:400(Circle)
       42    0.000    0.000    0.000    0.000 enum.py:1142(__init__)
       35    0.000    0.000    0.000    0.000 {method 'dot' of 'pygame.math.Vector2' objects}
        3    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 s3tc.py:52(PackedImageData)
        1    0.000    0.000    0.000    0.000 utils.py:81(_Vec2)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       37    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 dyld.py:55(dyld_fallback_framework_path)
        1    0.000    0.000    0.000    0.000 buffer.py:98(Framebuffer)
        1    0.000    0.000    0.000    0.000 runtime.py:914(__getattr__)
        6    0.000    0.000    0.000    0.000 platform.py:549(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:256(_register_at_fork_reinit_lock)
        3    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
        1    0.000    0.000    0.000    0.000 :1(TiledObjectAttributes)
        1    0.000    0.000    0.000    0.000 :1(LayerGroupAttributes)
       23    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 splash.py:23(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       16    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 :1(_AttributesAttributes)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1767(C14NWriterTarget)
       11    0.000    0.000    0.000    0.000 _make.py:2075(_setattr)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.transform.flip}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       17    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 :1(EllipseAttributes)
        4    0.000    0.000    0.000    0.000 contextlib.py:456(_exit_wrapper)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:613(__eq__)
        1    0.000    0.000    0.000    0.000 _make.py:2412(Attribute)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:786(keys)
        4    0.000    0.000    0.000    0.000 typing.py:1818(<genexpr>)
        1    0.000    0.000    0.000    0.000 plistlib.py:415(_is_fmt_xml)
        1    0.000    0.000    0.000    0.000 plistlib.py:174(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 layer.py:75(Chunk)
        7    0.000    0.000    0.000    0.000 runtime.py:724(ctype_for_encoding)
        1    0.000    0.000    0.000    0.000 inspect.py:1443(repl)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2661(TypeAliasType)
       13    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        1    0.000    0.000    0.000    0.000 ElementTree.py:525(ElementTree)
        1    0.000    0.000    0.000    0.000 gameplay.py:26(GameplayView)
        2    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 wang_set.py:16(WangTile)
        1    0.000    0.000    0.000    0.000 constraints.py:676(DampedRotarySpring)
        2    0.000    0.000    0.000    0.000 contextlib.py:543(__enter__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1384(TreeBuilder)
        1    0.000    0.000    0.000    0.000 query.py:10(Query)
       16    0.000    0.000    0.000    0.000 dataclasses.py:1106(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageFont.py:208(FreeTypeFont)
       18    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 plistlib.py:237(end_dict)
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        1    0.000    0.000    0.000    0.000 dds.py:81(_FileStruct)
        1    0.000    0.000    0.000    0.000 model.py:279(ConstPointerType)
        1    0.000    0.000    0.000    0.000 __init__.py:1702(TileableTexture)
        1    0.000    0.000    0.000    0.000 darwin_hid.py:499(schedule_with_run_loop)
        1    0.000    0.000    0.000    0.000 :1(PolygonAttributes)
        4    0.000    0.000    0.000    0.000 inspect.py:755(_is_wrapper)
